MATABELELAND NORTH PROVINCE : 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING STATION CODE,Busha Joseph Makamba FreeZim Congress,"Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,BINGA NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,14,Open Space Behind Raylton Club Tent B,7901HLB1401 B,1,331,0,0,1,0,0,5,0,0,0,0,0,0,85,2,0,1,0,0,0,0,0,5,0,431,426
Hwange,Hwange Central,Hwange Local Board,14,St Georges Primary School,7901HLB1402,0,368,0,1,1,1,0,1,0,0,1,0,0,0,83,1,0,0,0,0,1,0,0,5,,463,458
,,,,3 POLLING STATIONS,WARD TOTAL,2,1032,0,1,2,2,0,8,1,0,2,0,0,0,253,6,0,3,1,0,1,0,0,11,0,1325,1314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,15,Gebuza Secondary School,7901HLB1501,0,251,0,0,0,0,0,1,0,0,0,0,0,0,70,0,0,1,0,0,0,0,0,3,0,326,323
Hwange,Hwange Central,Hwange Local Board,15,Ingagula Primary School,7901HLB1502,1,567,0,0,0,0,1,8,0,0,0,0,0,1,135,1,0,0,0,0,1,2,0,6,0,723,717
Hwange,Hwange Central,Hwange Local Board,15,Makwika Primary School,7901HLB1503,0,725,6,0,1,0,2,7,0,2,2,0,0,1,80,3,0,1,1,0,1,3,0,3,0,838,835
Hwange,Hwange Central,Hwange Local Board,15,No. 3 Community Hall A,7901HLB1504 A,0,451,0,1,1,0,1,2,0,1,3,0,0,0,78,2,0,2,0,0,0,0,0,7,0,549,542
Hwange,Hwange Central,Hwange Local Board,15,No. 3 Community Hall B,7901HLB1504 B,2,477,0,0,1,0,0,3,0,1,2,0,0,1,56,1,0,1,0,0,0,0,0,2,0,547,545
,,,,5 POLLING STATIONS,WARD TOTAL,3,2471,6,1,3,0,4,21,0,4,7,0,0,3,419,7,0,5,1,0,2,5,0,21,0,2983,2962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,12,Chibhala Primary School,7900HWA1201,1,145,1,0,1,0,0,2,0,0,0,0,1,0,22,2,0,1,1,0,0,0,2,2,0,181,179
Hwange,Hwange Central,Hwange Local Board,12,Kashika Village Tent,7900HWA1202,0,69,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,84,81
Hwange,Hwange Central,Hwange Local Board,12,Luseche Primary School,7900HWA1203,2,252,2,1,2,0,1,7,1,0,1,0,0,1,141,5,1,6,2,0,2,1,1,10,0,439,429
Hwange,Hwange Central,Hwange Local Board,12,Nekabandama Primary School,7900HWA1204,5,425,5,1,2,0,1,17,2,0,0,0,0,0,60,5,1,2,1,0,0,3,2,23,0,555,532
,,,,4 POLLING STATIONS,WARD TOTAL,8,891,8,2,5,1,2,26,3,0,1,0,1,1,234,12,2,9,4,0,2,4,5,38,0,1259,1221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,13,Bhale Village Tent,7900HWA1301,1,27,0,0,0,2,0,4,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,77,76
Hwange,Hwange Central,Hwange Local Board,13,Dinde Primary School,7900HWA1302,0,324,1,0,1,1,1,1,0,0,0,0,0,0,160,1,0,1,0,0,0,0,0,7,0,498,491
Hwange,Hwange Central,Hwange Local Board,13,Kalisine Village Tent,7900HWA1303,1,110,2,0,0,0,0,3,2,0,0,0,0,1,33,1,0,1,0,0,0,0,0,3,0,157,154
Hwange,Hwange Central,Hwange Local Board,13,Mubhola Village Tent,7900HWA1304,1,31,0,0,0,0,0,0,0,1,0,0,0,1,40,0,0,0,0,1,0,2,0,1,0,78,77
,,,,4 POLLING STATIONS,WARD TOTAL,3,492,3,0,1,3,1,8,2,1,0,0,0,2,275,2,0,2,0,1,0,2,0,12,0,810,798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,20,Chilanga Primary School,7900HWA2001,3,311,3,0,2,2,3,10,1,0,1,0,0,0,37,1,0,4,0,0,2,0,1,18,0,399,381
Hwange,Hwange Central,Hwange Local Board,20,Lukosi Secondary School A,7900HWA2002 A,5,390,2,0,0,0,13,6,0,0,0,0,0,2,80,4,0,3,4,0,0,1,2,16,0,528,512
Hwange,Hwange Central,Hwange Local Board,20,Lukosi Secondary School B,7900HWA2002 B,2,357,6,1,0,0,15,10,0,1,0,0,1,1,85,6,0,6,0,2,3,0,1,16,0,513,497
Hwange,Hwange Central,Hwange Local Board,20,St Mary's Primary School,7900HWA2003,4,607,3,0,1,2,7,8,0,0,0,0,0,1,50,4,1,4,1,0,3,1,0,28,0,725,697
,,,,4 POLLING STATIONS,WARD TOTAL,14,1665,14,1,3,4,38,34,1,1,1,0,1,4,252,15,1,17,5,2,8,2,4,78,0,2165,2087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HWANGE CENTRAL CONSTITUENCY,,49,18475,57,9,19,12,83,181,16,12,25,2,3,13,3930,72,4,61,19,11,18,24,13,343,3,23451,23108
,,,,,,,,,,,,,,HWANGE EAST CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,6,Gondwa Business Centre Tent,7900HWA0601,5,173,3,0,0,0,3,6,1,1,1,0,0,2,136,1,0,0,0,1,3,1,4,12,0,353,341
Hwange,Hwange East,Hwange RDC,6,Milonga Primary School,7900HWA0602,4,350,3,1,1,2,0,6,1,0,0,1,0,0,145,2,0,1,0,2,2,0,0,6,0,527,521
Hwange,Hwange East,Hwange RDC,6,Mununa Primary School,7900HWA0603,4,281,3,1,0,1,3,6,1,0,0,1,0,0,58,1,1,4,1,0,0,1,2,6,0,375,369
,,,,3 POLLING STATIONS,WARD TOTAL,13,804,9,2,1,3,6,18,3,1,1,2,0,2,339,4,1,5,1,3,5,2,6,24,0,1255,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,7,Chikamba Business Centre Tent,7900HWA0701,1,138,1,0,0,0,0,2,0,0,1,2,0,0,39,0,0,0,0,0,0,0,0,0,0,184,184
Hwange,Hwange East,Hwange RDC,7,Cross Gavu Tent,7900HWA0702,2,187,3,0,0,0,1,2,0,0,0,0,0,0,134,2,0,1,0,0,1,1,1,9,0,344,335
Hwange,Hwange East,Hwange RDC,7,Kanywambizi Primary School,7900HWA0703,0,81,0,0,0,1,0,5,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,5,0,133,128
Hwange,Hwange East,Hwange RDC,7,Neluswi Primary School,7900HWA0704,2,354,4,1,2,4,0,20,0,0,0,1,1,1,192,3,0,2,1,2,0,1,1,6,0,598,592
Hwange,Hwange East,Hwange RDC,7,Zhulandangalilo Business Centre Tent,7900HWA0705,4,259,3,0,1,1,4,6,0,0,1,1,0,1,72,6,2,3,1,1,0,3,1,7,0,377,370
,,,,5 POLLING STATIONS,WARD TOTAL,9,1019,11,1,3,6,5,35,0,0,2,4,1,2,477,12,2,6,2,3,1,5,3,27,0,1636,1609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,8,Dobolo Pre-School,7900HWA0801,1,31,0,0,0,1,0,2,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,2,0,62,60
Hwange,Hwange East,Hwange RDC,8,Lumbora Primary School,7900HWA0802,3,281,3,0,0,1,1,8,0,0,2,0,0,2,63,0,0,0,1,2,1,0,0,0,0,368,368
Hwange,Hwange East,Hwange RDC,8,Nabujembwa Primary School,7900HWA0803,0,17,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,45,42
Hwange,Hwange East,Hwange RDC,8,Open Space Makala Village Tent,7900HWA0804,1,123,1,0,0,1,1,2,0,1,0,0,0,0,95,1,0,1,0,0,0,0,1,11,0,239,228
Hwange,Hwange East,Hwange RDC,8,Sidinda Primary School,7900HWA0805,1,81,1,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,1,0,0,0,0,0,148,148
,,,,5 POLLING STATIONS,WARD TOTAL,6,533,5,0,0,3,2,14,0,1,2,0,0,3,269,1,0,1,1,3,1,0,1,16,0,862,846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,9,Kasibo Primary School,7900HWA0901,1,263,5,1,0,0,3,6,0,0,0,0,0,0,103,2,0,1,2,0,1,1,0,9,0,398,389
Hwange,Hwange East,Hwange RDC,9,Mashala Primary School,7900HWA0902,1,273,3,0,0,1,2,6,0,0,1,0,0,0,101,2,0,3,1,0,0,0,0,10,0,404,394
Hwange,Hwange East,Hwange RDC,9,Mashala Top Butit Pre-School,7900HWA0903,0,86,2,0,0,0,0,0,0,0,0,0,0,0,52,4,1,0,0,0,0,1,0,1,0,147,146
Hwange,Hwange East,Hwange RDC,9,Zwabomakuyu Village Tent,7900HWA0904,1,54,0,0,0,1,0,1,0,0,0,0,0,0,35,0,0,0,1,0,0,1,0,5,0,99,94
,,,,4 POLLING STATIONS,WARD TOTAL,3,676,10,1,0,2,5,13,0,0,1,0,0,0,291,8,1,4,4,0,1,3,0,25,0,1048,1023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,10,Cheziya DDF Camp Tent,7900HWA1001,0,96,0,0,0,1,0,4,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,4,0,131,127
Hwange,Hwange East,Hwange RDC,10,Dambamukulu Primary School,7900HWA1002,3,364,3,0,1,3,1,4,0,0,1,1,0,1,120,1,0,0,0,1,0,1,0,9,0,514,505
Hwange,Hwange East,Hwange RDC,10,Makwa Primary School,7900HWA1003,0,332,2,0,0,1,0,8,0,0,0,0,0,0,128,5,0,1,2,1,0,0,1,4,0,485,481
Hwange,Hwange East,Hwange RDC,10,Musuna Primary School,7900HWA1004,0,71,1,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,94,94
Hwange,Hwange East,Hwange RDC,10,Mwemba Primary School,7900HWA1005,2,331,2,0,0,1,2,4,0,1,0,0,2,0,150,6,0,3,1,0,1,2,0,7,0,515,508
Hwange,Hwange East,Hwange RDC,10,Nkandembwe Primary School,7900HWA1006,0,186,1,0,0,0,1,8,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,7,0,213,206
Hwange,Hwange East,Hwange RDC,10,Simangani Primary School,7900HWA1007,0,274,1,0,0,4,1,9,0,0,1,1,0,3,74,1,0,1,0,0,4,0,2,7,0,383,376
,,,,7 POLLING STATIONS,WARD TOTAL,5,1654,10,0,1,10,5,39,0,1,2,2,2,4,522,15,0,5,3,2,5,5,5,38,0,2335,2297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,11,Kamativi Secondary School,7900HWA1102,0,132,0,0,0,1,0,3,0,0,0,0,0,0,109,0,0,0,0,0,0,0,1,11,0,257,246
Hwange,Hwange East,Hwange RDC,11,St Theresa Primary School,7900HWA1103,1,179,1,0,0,1,1,7,0,0,0,0,0,3,157,2,1,2,0,0,1,0,0,13,0,369,356
Hwange,Hwange East,Hwange RDC,11,Ndumichenga Village Tent,7900HWA1104,2,212,2,0,0,0,0,6,0,0,0,1,0,0,27,1,0,0,0,0,0,3,1,4,0,259,255
Hwange,Hwange East,Hwange RDC,11,Village 21 and 22 Kamativi Tent,7900HWA1105,1,73,2,0,1,1,1,2,0,0,0,0,0,1,122,0,0,2,0,1,0,0,2,9,0,218,209
Hwange,Hwange East,Hwange RDC,11,Vunda Feeding Scheme Shed Tent,7900HWA1106,1,158,0,0,0,0,2,4,0,0,0,0,0,0,16,3,0,0,0,0,0,1,0,5,0,190,185
,,,,5 POLLING STATIONS,WARD TOTAL,5,754,5,0,1,3,4,22,0,0,0,1,0,4,431,6,1,4,0,1,1,4,4,42,0,1293,1251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,14,Gurambira Primary School,7900HWA1401,4,373,4,0,2,0,0,6,1,1,2,0,1,2,66,2,0,3,0,0,3,1,0,2,0,473,471
Hwange,Hwange East,Hwange RDC,14,Lambo Primary School,7900HWA1402,2,381,2,0,2,1,1,6,0,0,0,0,0,0,26,3,0,5,0,0,1,2,2,5,0,439,434
Hwange,Hwange East,Hwange RDC,14,Makwandara Primary School,7900HWA1403,4,391,6,0,1,1,0,16,0,1,0,1,0,2,122,2,1,0,1,1,1,3,2,6,0,562,556
Hwange,Hwange East,Hwange RDC,14,Mambanje Primary School,7900HWA1404,1,127,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,1,2,1,0,0,3,0,196,193
Hwange,Hwange East,Hwange RDC,14,Nengasha Primary School,7900HWA1405,0,62,0,0,0,0,1,1,1,0,0,0,0,1,15,0,0,1,0,1,0,0,1,0,0,84,84
,,,,5 POLLING STATIONS,WARD TOTAL,11,1334,12,0,5,2,2,29,3,2,2,2,1,5,287,7,1,10,2,4,6,6,5,16,0,1754,1738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,15,Chezho Primary School,7900HWA1501,3,348,1,0,3,0,0,11,0,1,1,0,0,0,118,4,0,3,1,0,2,0,2,20,0,518,498
Hwange,Hwange East,Hwange RDC,15,Dingani Primary School,7900HWA1502,2,301,0,0,0,0,0,6,0,0,0,0,0,0,71,1,0,2,1,0,0,1,1,14,0,400,386
Hwange,Hwange East,Hwange RDC,15,Jwape Community Hall,7900HWA1503,3,117,2,0,0,0,0,4,0,0,0,0,0,0,113,1,0,1,0,0,0,1,0,7,0,249,242
Hwange,Hwange East,Hwange RDC,15,Magoli Community Hall,7900HWA1504,3,171,0,0,1,3,1,12,0,2,0,0,0,0,211,1,0,0,1,0,0,0,0,9,1,415,406
Hwange,Hwange East,Hwange RDC,15,Malonga Community Hall,7900HWA1505,1,100,1,0,0,0,1,4,0,0,0,0,0,0,57,0,0,1,0,0,2,1,0,6,0,174,168
,,,,5 POLLING STATIONS,WARD TOTAL,12,1037,4,0,4,3,2,37,0,3,1,0,0,0,570,7,0,7,3,0,4,3,3,56,1,1756,1700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,16,Kamalala Primary School,7900HWA1601,1,94,1,0,0,2,5,4,0,0,0,0,0,0,71,0,0,1,0,1,0,0,1,2,0,183,181
Hwange,Hwange East,Hwange RDC,16,Lupote Primary School,7900HWA1602,1,358,4,0,0,0,0,8,0,0,0,0,0,0,88,2,0,1,0,0,1,4,2,19,0,488,469
Hwange,Hwange East,Hwange RDC,16,Ndangababi Primary School A,7900HWA1603 A,0,336,1,2,3,2,2,6,1,1,0,0,1,1,97,2,0,0,2,1,1,0,0,10,0,469,459
Hwange,Hwange East,Hwange RDC,16,Ndangababi Primary School B,7900HWA1603 B,2,364,3,0,4,1,0,10,1,0,0,1,0,0,90,5,0,3,2,1,1,0,0,14,0,502,488
Hwange,Hwange East,Hwange RDC,16,Songwa Primary School,7900HWA1604,2,500,3,0,1,1,1,17,0,0,0,1,1,0,129,2,1,3,2,1,1,1,1,14,0,682,668
,,,,5 POLLING STATIONS,WARD TOTAL,6,1652,12,2,8,6,8,45,2,1,0,2,2,1,475,11,1,8,6,4,4,5,4,59,0,2324,2265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,17,Dopota Primary School,7900HWA1701,2,286,3,0,1,0,1,7,0,0,0,0,0,0,197,1,0,1,1,0,0,0,0,7,0,507,500
Hwange,Hwange East,Hwange RDC,17,Mabale Primary School,7900HWA1702,2,273,0,0,0,2,2,6,1,0,1,1,0,1,391,1,3,0,1,0,0,0,1,9,0,695,686
Hwange,Hwange East,Hwange RDC,17,Nabushome Primary School,7900HWA1703,4,255,5,1,2,0,0,4,1,0,0,2,0,0,189,2,0,0,0,1,1,3,1,12,0,483,471
Hwange,Hwange East,Hwange RDC,17,Sianyanga Primary School,7900HWA1704,2,176,1,0,0,0,3,3,0,0,1,0,0,0,86,2,0,1,0,1,1,0,0,2,0,279,277
,,,,5 POLLING STATIONS,WARD TOTAL,10,990,9,1,3,2,6,20,2,0,2,3,0,1,863,6,3,2,2,2,2,3,2,30,0,1964,1934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange East,Hwange RDC,18,Detema Secondary School A,7900HWA1801 A,0,270,0,0,2,1,1,6,0,0,0,1,0,0,123,2,0,0,1,0,0,1,0,1,0,409,408
Hwange,Hwange East,Hwange RDC,18,Detema Secondary School B,7900HWA1801 B,2,282,1,0,0,0,1,5,0,0,0,0,0,0,117,0,0,0,0,1,1,0,0,3,0,413,410
Hwange,Hwange East,Hwange RDC,18,Hwange Safari Lodge Community Hall,7900HWA1802,0,76,0,0,0,0,0,3,0,0,0,0,1,0,27,0,0,0,1,0,0,0,0,0,0,108,108
Hwange,Hwange East,Hwange RDC,18,Main Camp Primary School,7900HWA1803,0,182,0,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,2,0,0,1,0,0,0,243,243
Hwange,Hwange East,Hwange RDC,18,Sinamatela Primary School,7900HWA1804,1,84,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,1,0,117,116
Hwange,Hwange East,Hwange RDC,18,Sir Roy Wellesky Primary School,7900HWA1805,0,155,1,0,0,0,2,1,0,0,0,0,0,0,26,1,0,0,0,0,0,1,0,0,0,187,187
Hwange,Hwange East,Hwange RDC,18,St Francis Xavier Primary School,7900HWA1806,2,94,0,0,1,0,0,3,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,3,0,137,134
,,,,7 POLLING STATIONS,WARD TOTAL,5,1143,2,0,3,1,4,19,0,0,0,1,1,0,413,4,0,0,5,1,1,3,0,8,0,1614,1606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binga,Binga South,Binga RDC,18,Manzasiya Tuckshop Tent,0600BGA1801,0,74,0,1,0,0,2,0,0,0,0,0,0,1,42,1,1,0,0,0,0,1,0,7,0,130,123
Binga,Binga South,Binga RDC,18,Mpati Primary School,0600BGA1802,2,208,4,0,0,4,1,3,1,0,0,0,1,0,43,2,0,3,0,1,0,0,0,8,0,281,273
Binga,Binga South,Binga RDC,18,Old Tinde Turn Off Tent,0600BGA1803,2,208,1,0,0,2,1,6,0,0,0,0,0,0,77,5,0,0,0,0,1,0,1,13,0,317,304
Binga,Binga South,Binga RDC,18,Simbala Primary School,0600BGA1804,2,318,4,0,1,1,1,11,1,0,0,0,1,0,29,3,1,0,1,0,2,3,2,11,0,392,381
Binga,Binga South,Binga RDC,18,Tinde Primary School,0600BGA1805,7,503,7,0,0,1,5,13,0,0,2,0,0,1,163,4,1,3,1,2,3,1,1,20,0,738,718
,,,,5 POLLING STATIONS,WARD TOTAL,13,1311,16,1,1,8,10,33,2,0,2,0,2,2,354,15,3,6,2,3,6,5,4,59,0,1858,1799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HWANGE EAST CONSTITUENCY TOTAL,,98,12907,105,8,30,49,59,324,12,9,15,17,9,24,5291,96,13,58,31,26,37,44,37,400,1,19699,19299
,,,,,,,,,,,,,,HWANGE WEST CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,1,Breakfast Primary School,7900HWA0101,1,53,0,1,0,1,0,2,1,0,0,0,0,1,269,1,0,1,0,1,0,1,1,19,0,353,334
Hwange,Hwange West,Hwange RDC,1,Madumabisa Village Farm House Hall,7900HWA0102,0,119,0,0,0,0,0,1,0,0,0,0,0,0,42,2,0,1,0,0,0,0,0,4,0,169,165
Hwange,Hwange West,Hwange RDC,1,Matetsi Primary School,7900HWA0103,5,30,3,0,0,0,2,1,0,0,1,1,0,0,365,0,0,2,0,1,3,0,0,11,0,425,414
Hwange,Hwange West,Hwange RDC,1,Masuwe Primary School,7900HWA0104,0,7,0,0,1,1,1,0,0,2,0,0,0,0,176,1,0,0,0,0,0,0,0,6,0,195,189
Hwange,Hwange West,Hwange RDC,1,Nyongolo Primary School,7900HWA0105,1,106,1,1,0,0,1,6,0,0,0,0,1,1,406,1,0,0,4,1,3,1,1,13,0,548,535
Hwange,Hwange West,Hwange RDC,1,Sikabelo Resettlement Farm House,7900HWA0106,0,9,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,1,0,0,0,0,1,0,137,136
Hwange,Hwange West,Hwange RDC,1,Victoria Falls Airport (MOT) Tent,7900HWA0107,0,122,0,0,0,0,0,2,0,1,0,0,0,0,92,0,0,0,0,0,0,0,0,1,0,218,217
,,,,7 POLLING STATIONS,WARD TOTAL,7,446,4,2,1,2,4,12,1,3,1,1,1,2,1476,5,0,4,5,3,6,2,2,55,0,2045,1990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,2,Chidobe Primary School,7900HWA0201,6,191,1,0,1,2,0,33,0,1,1,1,0,0,182,2,0,1,4,0,0,0,1,10,0,437,427
Hwange,Hwange West,Hwange RDC,2,Chisuma Primary School,7900HWA0202,0,258,3,0,2,1,0,15,1,1,0,0,0,1,154,2,0,0,7,1,0,0,2,6,0,454,448
Hwange,Hwange West,Hwange RDC,2,Jabilani Primary School,7900HWA0203,5,239,1,0,0,0,0,8,0,1,0,0,0,2,102,2,2,0,0,2,0,2,0,8,0,374,366
Hwange,Hwange West,Hwange RDC,2,Mizpah Primary School,7900HWA0204,1,183,1,0,0,3,0,19,0,0,0,0,1,2,98,1,1,2,5,0,0,0,1,8,0,326,318
Hwange,Hwange West,Hwange RDC,2,Monde Primary School,7900HWA0205,0,548,1,0,2,1,0,18,0,0,0,1,0,0,211,3,0,3,4,0,2,2,1,10,0,807,797
,,,,5 POLLING STATIONS,WARD TOTAL,12,1419,7,0,5,7,0,93,1,3,1,2,1,5,747,10,3,6,20,3,2,4,5,42,0,2398,2356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,3,Besthesda Primary School,7900HWA0301,2,48,0,0,1,2,0,33,0,0,0,0,0,0,75,0,0,1,3,0,0,0,0,2,0,167,165
Hwange,Hwange West,Hwange RDC,3,Emfundweni Primary School,7900HWA0302,0,124,1,0,0,2,0,19,1,0,0,0,0,0,156,0,0,0,0,1,0,0,0,10,0,314,304
Hwange,Hwange West,Hwange RDC,3,Ndlovu Secondary School,7900HWA0303,1,86,1,0,0,3,0,13,0,0,0,0,0,0,75,1,0,0,2,0,0,0,0,1,0,183,182
Hwange,Hwange West,Hwange RDC,3,Simakade Primary School,7900HWA0304,1,163,3,0,1,0,2,5,0,2,1,0,0,0,81,0,1,1,1,1,0,0,0,3,0,266,263
Hwange,Hwange West,Hwange RDC,3,Sithembeni Pre-School,7900HWA0305,1,174,2,0,0,0,2,66,0,1,0,0,0,0,215,3,0,1,6,1,0,0,1,13,0,486,473
Hwange,Hwange West,Hwange RDC,3,Open Space Jembwe Village Tent,7900HWA0306,1,97,0,0,0,4,1,40,0,1,0,0,1,0,144,0,0,1,9,1,0,0,1,4,0,305,301
,,,,6 POLLING STATIONS,WARD TOTAL,6,692,7,0,2,11,5,176,1,4,1,0,1,0,746,4,1,4,21,4,0,0,2,33,0,1721,1688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,4,Jabula Primary School,7900HWA0401,0,67,1,1,1,2,0,3,0,0,0,0,0,1,77,0,0,0,1,0,0,1,1,5,0,161,156
Hwange,Hwange West,Hwange RDC,4,Sacred Heart Mission,7900HWA0402,3,325,2,0,0,2,0,15,0,1,0,0,0,2,73,1,1,2,3,0,2,0,0,13,0,445,432
Hwange,Hwange West,Hwange RDC,4,Siamwele Pre-School,7900HWA0403,0,138,0,0,0,1,0,6,0,0,2,0,0,0,84,0,0,1,1,0,0,0,0,2,0,235,233
Hwange,Hwange West,Hwange RDC,4,Sikumbi Primary School,7900HWA0404,2,212,1,0,0,0,0,3,0,0,0,0,1,0,72,6,0,2,1,0,0,0,0,5,0,305,300
,,,,4 POLLING STATIONS,WARD TOTAL,5,742,4,1,1,5,0,27,0,1,2,0,1,3,306,7,1,5,6,0,2,1,1,25,0,1146,1121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,5,Chewumba Primary School,7900HWA0501,2,100,0,0,2,1,1,23,0,0,0,0,1,1,82,0,0,0,1,1,0,0,1,2,0,218,216
Hwange,Hwange West,Hwange RDC,5,Chikandakubi Primary School,7900HWA0502,2,287,2,0,1,1,0,31,1,0,1,0,2,1,79,4,0,1,5,1,1,0,1,6,0,427,421
Hwange,Hwange West,Hwange RDC,5,Ndimakule Primary School,7900HWA0503,6,409,6,0,4,1,2,13,0,0,0,0,2,2,203,6,0,7,12,4,1,0,0,18,0,696,678
,,,,3 POLLING STATIONS,WARD TOTAL,10,796,8,0,7,3,3,67,1,0,1,0,5,4,364,10,0,8,18,6,2,0,2,26,0,1341,1315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,19,Robbins Camp Primary School,7900HWA1901,0,58,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,2,0,75,73
Hwange,Hwange West,Hwange RDC,19,Katombola Camp Tent,7900HWA1902,0,55,0,0,1,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,68,66
Hwange,Hwange West,Hwange RDC,19,Kazungula Camp Tent,7900HWA1903,0,24,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,43,41
Hwange,Hwange West,Hwange RDC,19,Matetsi National Park Camp Tent,7900HWA1904,0,73,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,1,0,115,114
