MASHONALAND CENTRAL PROVINCE:  2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,STATION CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mazowe,Mazowe North,Mazowe RDC,2,Jingamvura Primary School,1500MAZ0203,4,86,2,0,1,1,0,2,0,0,0,0,0,4,693,2,0,0,2,0,0,0,1,14,0,812,798
,,,,3 Polling Stations,Ward  Total,13,276,7,1,3,3,2,4,2,1,1,0,1,6,"1,695",7,1,1,5,2,0,0,3,42,0,"2,076","2,034"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,3,Bare Secondary School A,1500MAZ0301 A,3,147,0,1,1,0,1,0,0,0,0,0,0,0,416,0,0,1,1,0,0,1,1,10,1,583,573
Mazowe,Mazowe North,Mazowe RDC,3,Bare Secondary School B,1500MAZ0301 B,2,116,1,0,0,0,0,2,0,0,0,0,0,0,431,0,0,0,0,1,0,0,0,16,0,569,553
Mazowe,Mazowe North,Mazowe RDC,3,Chideu Primary School,1500MAZ0302,2,14,0,0,0,1,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,1,5,0,311,306
Mazowe,Mazowe North,Mazowe RDC,3,Chinehasha Primary School,1500MAZ0303,6,115,1,1,1,1,1,3,0,0,0,1,0,0,636,1,1,0,0,2,0,0,0,7,0,777,770
,,,,4 Polling Stations,Ward  Total,13,392,2,2,2,2,2,5,0,0,0,1,0,0,"1,771",1,1,1,1,3,0,1,2,38,1,"2,240","2,202"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,4,Dyaunga River Tent,1500MAZ0401,2,59,3,0,0,1,0,3,0,1,0,0,0,0,185,1,0,0,1,0,0,0,0,4,0,260,256
Mazowe,Mazowe North,Mazowe RDC,4,Madombwe Primary School,1500MAZ0402,3,152,1,0,0,4,0,8,0,0,0,1,0,4,457,4,0,0,0,0,0,1,0,2,0,637,635
Mazowe,Mazowe North,Mazowe RDC,4,Mukunyadzi Primary School,1500MAZ0403,1,86,2,0,0,1,0,3,0,0,0,0,0,0,218,0,0,0,1,1,0,0,0,1,0,314,313
Mazowe,Mazowe North,Mazowe RDC,4,Rwere Primary School,1500MAZ0404,4,151,1,1,0,3,4,2,3,1,1,0,1,1,527,4,1,0,1,1,0,0,1,5,0,713,708
,,,,4 Polling Stations,Ward  Total,10,448,7,1,0,9,4,16,3,2,1,1,1,5,"1,387",9,1,0,3,2,0,1,1,12,0,"1,924","1,912"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,26,Kubatana Primary School A,1500MAZ2601 A,2,26,0,0,0,2,1,0,1,1,0,0,0,1,466,0,1,0,2,1,0,0,1,5,0,510,505
Mazowe,Mazowe North,Mazowe RDC,26,Kubatana Primary School B,1500MAZ2601 B,2,27,2,0,1,1,1,1,0,0,0,0,0,1,452,0,0,0,3,2,1,0,0,13,0,507,494
Mazowe,Mazowe North,Mazowe RDC,26,Mandindindi Secondary School,1500MAZ2602,4,24,0,0,0,2,0,0,0,0,0,0,0,0,451,0,0,0,1,1,1,0,1,5,0,490,485
Mazowe,Mazowe North,Mazowe RDC,26,Mudavanhu Junior School A,1500MAZ2603 A,2,251,0,0,0,1,0,1,1,0,0,0,0,0,244,2,0,1,2,1,0,0,2,5,0,513,508
Mazowe,Mazowe North,Mazowe RDC,26,Mudavanhu Junior School B,1500MAZ2603 B,0,263,1,0,0,1,0,1,0,1,0,0,0,0,226,1,0,0,3,1,1,0,0,2,0,501,499
Mazowe,Mazowe North,Mazowe RDC,26,Pembichase Farm Tent,1500MAZ2604,0,51,2,0,0,1,1,1,0,0,0,0,0,0,394,0,0,0,1,1,0,1,0,2,0,455,453
Mazowe,Mazowe North,Mazowe RDC,26,Sandford Farm Tent,1500MAZ2605,4,48,1,1,1,2,0,0,1,2,0,0,0,1,459,1,1,1,0,1,0,1,0,6,0,531,525
,,,,7 Polling Stations,Ward  Total,14,690,6,1,2,10,3,4,3,4,0,0,0,3,"2,692",4,2,2,12,8,3,2,4,38,0,"3,507","3,469"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,27,Chimurenga 3 Primary School,1500MAZ2701,3,53,0,0,0,1,0,1,0,0,0,0,0,1,753,2,1,1,1,1,0,0,0,4,0,822,818
Mazowe,Mazowe North,Mazowe RDC,27,Forrester ‘A’ Primary School,1500MAZ2702,0,57,0,0,0,1,0,3,0,0,0,0,0,0,417,0,1,0,0,1,1,0,0,6,0,487,481
Mazowe,Mazowe North,Mazowe RDC,27,Forrester ‘D’ Estate,1500MAZ2703,2,23,0,0,0,0,1,2,0,0,0,0,0,2,328,0,0,0,0,1,0,1,0,8,0,368,360
Mazowe,Mazowe North,Mazowe RDC,27,Forrester ‘E’ Primary School,1500MAZ2704,3,42,1,2,0,1,1,0,1,0,0,1,0,0,581,1,0,1,1,0,1,1,1,7,0,646,639
Mazowe,Mazowe North,Mazowe RDC,27,Forrester ‘F’ Primary School,1500MAZ2705,2,49,1,0,0,3,3,0,1,0,0,0,1,2,683,0,2,0,1,1,1,0,3,30,0,783,753
Mazowe,Mazowe North,Mazowe RDC,27,Forrester ‘J’ Primary School,1500MAZ2706,4,41,0,0,0,0,0,0,0,0,1,0,0,0,498,0,0,0,0,1,1,0,2,12,0,560,548
Mazowe,Mazowe North,Mazowe RDC,27,Rumanje Farm Primary School,1500MAZ2707,2,33,1,0,1,4,0,1,0,0,0,1,0,0,529,0,1,0,0,0,0,0,1,1,0,575,574
,,,,7 Polling Stations,Ward  Total,16,298,3,2,1,10,5,7,2,0,1,2,1,5,"3,789",3,5,2,3,5,4,2,7,68,0,"4,241","4,173"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,28,Holy Rosary Primary School A,1500MAZ2801 A,0,275,0,0,0,0,0,1,0,0,1,0,0,0,238,1,0,1,2,0,0,0,1,3,0,523,520
Mazowe,Mazowe North,Mazowe RDC,28,Holy Rosary Primary School B,1500MAZ2801 B,3,264,0,0,1,1,0,0,0,0,0,0,0,0,220,0,0,0,3,0,1,0,0,3,0,496,493
Mazowe,Mazowe North,Mazowe RDC,28,Mvurwi Community Hall A,1500MAZ2802 A,0,335,0,0,0,1,0,3,0,1,0,0,0,0,278,2,0,1,1,0,1,1,0,3,0,627,624
Mazowe,Mazowe North,Mazowe RDC,28,Mvurwi Community Hall B,1500MAZ2802 B,3,313,1,0,0,1,0,4,0,0,0,0,0,0,310,3,0,0,0,1,0,0,1,3,0,640,637
Mazowe,Mazowe North,Mazowe RDC,28,Umvukwes Primary School,1500MAZ2803,1,351,0,0,0,0,0,0,0,0,0,0,1,0,198,1,0,1,2,0,0,0,0,1,0,556,555
,,,,5 Polling Stations,Ward  Total,7,"1,538",1,0,1,3,0,8,0,1,1,0,1,0,"1,244",7,0,3,8,1,2,1,2,13,0,"2,842","2,829"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,29,Barrock Farm Tent,1500MAZ2901,0,4,1,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,2,0,292,290
Mazowe,Mazowe North,Mazowe RDC,29,Craiglea Farm Creche,1500MAZ2902,1,52,0,0,1,1,1,1,0,0,0,0,0,0,830,2,0,0,1,0,0,1,2,10,0,903,893
Mazowe,Mazowe North,Mazowe RDC,29,Ealing Primary School,1500MAZ2903,2,46,0,0,1,1,2,3,0,0,0,0,1,0,318,1,0,0,1,1,0,0,0,10,0,387,377
Mazowe,Mazowe North,Mazowe RDC,29,Edmonstorn (Suwoguru) Primary School,1500MAZ2904,4,9,0,0,0,3,0,0,0,0,0,0,0,1,275,0,0,0,1,0,0,0,0,1,0,294,293
Mazowe,Mazowe North,Mazowe RDC,29,Holland Primary School A,1500MAZ2905 A,2,23,2,0,0,0,0,1,0,0,0,0,0,0,565,1,0,0,2,0,1,1,0,9,0,607,598
Mazowe,Mazowe North,Mazowe RDC,29,Holland Primary School B,1500MAZ2905 B,2,27,0,0,0,1,0,2,0,0,0,0,0,1,548,0,0,0,1,0,0,0,3,11,0,596,585
Mazowe,Mazowe North,Mazowe RDC,29,Mvurwi Country Club,1500MAZ2906,1,34,0,0,0,1,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,6,0,376,370
,,,,7 Polling Stations,Ward  Total,12,195,3,0,2,7,3,7,0,0,0,0,1,2,"3,155",4,0,0,6,1,1,2,5,49,0,"3,455","3,406"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe North Constituency Total,,,,,,100,"4,360",39,7,15,49,20,62,10,10,5,7,5,28,"17,016",46,13,12,51,27,12,11,26,327,1,"22,258","21,931"
Mazowe,Mazowe South,Mazowe RDC,13,Kanyemba Primary School,1500MAZ1301,1,215,1,0,0,0,0,7,1,0,0,0,0,4,247,1,0,1,1,1,0,2,0,8,0,490,482
Mazowe,Mazowe South,Mazowe RDC,13,Kanyemba Secondary School A,1500MAZ1302 A,2,148,1,0,0,2,0,1,0,1,0,0,1,3,315,4,0,0,1,2,1,1,0,14,0,497,483
Mazowe,Mazowe South,Mazowe RDC,13,Kanyemba Secondary School B,1500MAZ1302 B,3,125,3,1,0,3,0,4,2,2,0,0,0,2,308,3,0,2,2,0,0,1,1,13,0,475,462
Mazowe,Mazowe South,Mazowe RDC,13,St Albans Primary School A,1500MAZ1303 A,4,175,2,1,1,0,2,9,0,0,0,0,0,1,354,2,1,2,3,1,1,0,1,5,0,565,560
Mazowe,Mazowe South,Mazowe RDC,13,St Albans Primary School B,1500MAZ1303 B,5,143,2,0,1,2,1,7,1,1,0,0,1,2,353,1,0,3,2,0,1,1,2,22,0,551,529
,,,,5 Polling Stations,Ward Total,15,806,9,2,2,7,3,28,4,4,0,0,2,12,"1,577",11,1,8,9,4,3,5,4,62,0,"2,578","2,516"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,14,Amelroy Farm Tent,1500MAZ1401,0,21,0,0,0,0,0,0,0,0,0,0,0,0,258,1,0,1,0,0,0,0,0,9,0,290,281
Mazowe,Mazowe South,Mazowe RDC,14,Batanai Secondary School,1500MAZ1402,0,38,0,0,0,1,0,2,0,0,1,0,0,0,526,0,0,0,1,0,0,0,1,9,0,579,570
Mazowe,Mazowe South,Mazowe RDC,14,Bellrock Stud Farm Tent,1500MAZ1403,1,6,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,313,313
Mazowe,Mazowe South,Mazowe RDC,14,Davaar Farm Clinic,1500MAZ1404,0,9,0,0,0,0,0,0,0,0,0,0,0,1,345,1,1,0,0,0,0,0,0,7,0,364,357
Mazowe,Mazowe South,Mazowe RDC,14,Foothills Primary School,1500MAZ1405,0,24,1,0,0,0,1,1,0,0,0,0,0,0,340,0,0,0,0,1,1,0,0,6,0,375,369
Mazowe,Mazowe South,Mazowe RDC,14,Heyshot Primary School A,1500MAZ1406 A,1,65,1,0,0,1,1,1,0,0,0,0,0,0,413,1,0,2,1,0,0,0,0,9,0,496,487
Mazowe,Mazowe South,Mazowe RDC,14,Heyshot Primary School B,1500MAZ1406 B,0,69,0,0,0,0,1,1,0,0,0,1,0,0,414,0,0,0,1,0,0,0,0,10,0,497,487
Mazowe,Mazowe South,Mazowe RDC,14,Villa Franca Farm Shed Tent,1500MAZ1407,2,34,1,0,0,0,0,1,0,1,0,0,0,0,376,0,0,1,0,0,0,0,0,7,0,423,416
,,,,8 Polling Stations,Ward Total,4,266,3,0,0,2,3,6,0,1,1,1,0,1,"2,978",3,1,4,3,1,1,0,1,57,0,"3,337","3,280"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,16,Bauhinia Farm Primary School,1500MAZ1601,3,43,0,0,0,3,1,2,0,0,0,0,0,0,244,3,0,0,1,1,0,0,0,7,0,308,301
Mazowe,Mazowe South,Mazowe RDC,16,Duncombe Farm Tent,1500MAZ1602,0,10,1,0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,1,0,97,96
Mazowe,Mazowe South,Mazowe RDC,16,Glengrey Primary School,1500MAZ1603,0,90,0,0,0,1,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,9,0,442,433
Mazowe,Mazowe South,Mazowe RDC,16,Harmony Farm Tent,1500MAZ1604,3,265,3,0,1,2,0,7,0,0,0,0,0,0,170,3,0,1,0,0,0,1,1,9,0,466,457
Mazowe,Mazowe South,Mazowe RDC,16,Highwood Farm Tent,1500MAZ1605,2,300,2,0,1,0,1,8,0,0,0,0,0,2,299,2,0,0,3,0,0,1,0,1,0,622,621
Mazowe,Mazowe South,Mazowe RDC,16,Kwaedza Primary School,1500MAZ1606,3,38,0,0,0,3,0,1,0,0,1,1,0,1,160,1,0,0,0,0,0,0,0,4,0,213,209
Mazowe,Mazowe South,Mazowe RDC,16,Ministry Of Education Office Tent,1500MAZ1607,0,175,2,0,0,0,0,1,0,0,0,0,0,0,194,0,0,0,0,0,0,0,1,5,0,378,373
Mazowe,Mazowe South,Mazowe RDC,16,New Westview Tent,1500MAZ1608,0,157,0,1,0,0,1,1,0,0,0,0,0,0,211,1,0,0,1,1,0,0,0,14,0,388,374
Mazowe,Mazowe South,Mazowe RDC,16,Summerdale Farm Tent,1500MAZ1609,1,70,1,0,0,0,0,3,0,0,0,0,0,1,327,1,0,0,0,0,0,0,0,13,0,417,404
,,,,9 Polling Stations,Ward Total,12,"1,148",9,1,2,9,3,23,0,0,1,1,0,5,"2,031",11,0,1,5,2,0,2,2,63,0,"3,331","3,268"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,17,Glendale Country Club,1500MAZ1701,0,289,0,0,0,0,1,1,0,0,0,0,0,0,256,0,0,2,0,0,0,0,0,1,0,550,549
Mazowe,Mazowe South,Mazowe RDC,17,Tsungubvi Community Hall A,1500MAZ1702 A,0,323,1,0,1,1,0,1,0,0,0,0,0,0,310,1,0,3,2,0,0,0,0,5,1,648,643
Mazowe,Mazowe South,Mazowe RDC,17,Tsungubvi Community Hall B,1500MAZ1702 B,2,323,0,0,0,0,0,3,0,0,0,0,0,0,302,0,0,3,2,1,0,0,1,14,0,651,637
Mazowe,Mazowe South,Mazowe RDC,17,Tsungubvi Community Hall C,1500MAZ1702 C,1,324,1,0,1,0,0,0,0,0,0,0,0,0,310,1,0,1,4,0,0,0,1,6,0,650,644
,,,,4 Polling Stations,Ward Total,3,"1,259",2,0,2,1,1,5,0,0,0,0,0,0,"1,178",2,0,9,8,1,0,0,2,26,1,"2,499","2,473"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,18,Brecon Farm Tent,1500MAZ1801,0,5,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,1,0,0,0,8,0,369,361
Mazowe,Mazowe South,Mazowe RDC,18,Ironduke Mine Primary School,1500MAZ1802,2,100,1,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,7,0,522,515
Mazowe,Mazowe South,Mazowe RDC,18,Vonabo Primary School A,1500MAZ1803 A,0,53,0,0,0,2,0,3,0,0,0,0,0,0,527,0,0,1,1,0,0,1,0,11,0,599,588
Mazowe,Mazowe South,Mazowe RDC,18,Vonabo Primary School B,1500MAZ1803 B,0,60,1,0,0,2,0,2,0,0,0,0,0,0,520,1,0,0,0,0,0,0,1,10,0,597,587
,,,,4 Polling Stations,Ward Total,2,218,2,0,0,4,0,5,0,0,0,0,0,0,"1,814",1,0,1,1,1,0,1,1,36,0,"2,087","2,051"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,19,Kushinga Primary School,1500MAZ1901,0,31,0,0,0,0,1,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,2,0,139,137
Mazowe,Mazowe South,Mazowe RDC,19,Mazowe Citrus Primary School A,1500MAZ1902 A,1,211,3,0,0,1,1,3,0,0,1,0,0,2,336,1,0,2,1,0,2,0,0,24,0,589,565
Mazowe,Mazowe South,Mazowe RDC,19,Mazowe Citrus Primary School B,1500MAZ1902 B,1,216,0,1,1,1,2,5,0,2,0,0,0,0,335,1,0,0,1,1,1,0,1,7,0,576,569
Mazowe,Mazowe South,Mazowe RDC,19,Mazowe Citrus Secondary School,1500MAZ1903,0,91,1,1,0,1,1,0,0,1,0,0,0,1,95,1,0,0,0,0,1,1,0,6,0,201,195
Mazowe,Mazowe South,Mazowe RDC,19,Mazowe Flowers Building,1500MAZ1904,2,66,0,0,1,1,0,1,0,0,0,0,0,0,356,1,0,0,0,0,1,0,0,9,0,438,429
Mazowe,Mazowe South,Mazowe RDC,19,Wagner Mill (Munyoro) Tent,1500MAZ1905,0,47,0,0,0,1,0,0,0,0,0,1,0,1,739,4,0,0,1,0,1,0,1,3,0,799,796
,,,,6 Polling Stations,Ward Total,4,662,4,2,2,5,5,9,0,3,1,1,0,4,"1,966",8,0,2,3,1,6,1,2,51,0,"2,742","2,691"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,20,Bunnockburn Tent A,1500MAZ2001 A,1,484,1,0,2,1,0,7,8,1,0,0,0,0,180,3,0,0,2,0,0,0,0,4,0,694,690
Mazowe,Mazowe South,Mazowe RDC,20,Bunnockburn Tent B,1500MAZ2001 B,1,511,1,0,0,0,1,1,0,0,0,0,0,0,175,2,0,0,1,0,0,0,0,4,0,697,693
Mazowe,Mazowe South,Mazowe RDC,20,Calgary Primary School,1500MAZ2002,0,43,0,0,0,0,0,1,0,0,0,0,0,1,95,0,1,0,0,0,0,1,2,2,0,146,144
Mazowe,Mazowe South,Mazowe RDC,20,Christon Bank Primary School A,1500MAZ2003 A,1,195,1,0,0,0,1,0,2,0,0,0,0,0,304,0,0,1,1,1,0,0,1,11,0,519,508
Mazowe,Mazowe South,Mazowe RDC,20,Christon Bank Primary School B,1500MAZ2003 B,1,211,0,0,1,0,0,2,0,0,0,0,0,0,303,0,0,0,1,1,0,0,0,6,0,526,520
Mazowe,Mazowe South,Mazowe RDC,20,Eskbank Primary School,1500MAZ2004,0,165,1,0,0,1,1,2,1,1,0,0,0,3,410,5,0,1,0,1,2,0,0,15,0,609,594
Mazowe,Mazowe South,Mazowe RDC,20,Glenara Primary School A,1500MAZ2005 A,1,218,2,0,0,1,0,5,0,0,0,0,0,0,354,2,0,1,4,0,0,1,0,10,0,599,589
Mazowe,Mazowe South,Mazowe RDC,20,Glenara Primary School B,1500MAZ2005 B,3,206,2,1,0,0,0,5,0,0,0,0,0,0,322,3,0,2,0,1,1,0,0,19,0,565,546
Mazowe,Mazowe South,Mazowe RDC,20,Lowdale Primary School,1500MAZ2006,0,183,1,0,1,4,0,2,0,0,0,0,0,0,274,1,0,0,2,1,0,0,0,6,0,475,469
Mazowe,Mazowe South,Mazowe RDC,20,St Gerera Tent,1500MAZ2007,3,99,0,0,0,0,1,3,0,0,0,0,0,0,163,1,0,0,1,0,1,0,0,5,0,277,272
Mazowe,Mazowe South,Mazowe RDC,20,University Farm Tent A,1500MAZ2008 A,3,296,2,0,0,0,0,7,0,0,0,0,0,0,200,2,1,0,4,1,0,0,0,18,0,534,516
Mazowe,Mazowe South,Mazowe RDC,20,University Farm Tent B,1500MAZ2008 B,6,256,0,0,0,2,0,4,1,0,0,0,0,3,217,3,1,1,1,1,0,2,0,8,0,506,498
,,,,12 Polling Stations,Ward Total,20,"2,867",11,1,4,9,4,39,12,2,0,0,0,7,"2,997",22,3,6,17,7,4,4,3,108,0,"6,147","6,039"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,22,Mazowe Mine Primary School A,1500MAZ2201 A,2,507,0,0,0,1,0,3,0,0,0,0,1,1,305,0,0,0,2,1,0,0,0,9,0,832,823
Mazowe,Mazowe South,Mazowe RDC,22,Mazowe Mine Primary School B,1500MAZ2201 B,1,547,2,1,0,1,1,1,0,0,1,0,0,0,245,2,0,0,0,1,0,0,0,12,0,815,803
Mazowe,Mazowe South,Mazowe RDC,22,Normadale Farm Tent,1500MAZ2202,0,40,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,2,0,0,0,0,0,2,0,184,182
Mazowe,Mazowe South,Mazowe RDC,22,Storis Primary School A,1500MAZ2203 A,2,271,2,0,0,0,1,6,0,1,0,1,0,0,241,0,0,0,3,3,0,0,0,18,0,549,531
Mazowe,Mazowe South,Mazowe RDC,22,Storis Primary School B,1500MAZ2203 B,2,304,3,0,1,0,0,9,1,0,0,0,0,2,212,0,1,2,3,0,1,4,0,15,0,560,545
,,,,5 Polling Stations,Ward Total,7,"1,669",7,1,1,2,2,19,1,1,1,1,1,3,"1,143",2,1,4,8,5,1,4,0,56,0,"2,940","2,884"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe South,Mazowe RDC,33,Rujeko Secondary School A,1500MAZ3301 A,1,401,1,1,0,1,0,1,0,0,0,0,0,0,393,0,0,1,2,0,0,0,1,6,0,809,803
Mazowe,Mazowe South,Mazowe RDC,33,Rujeko Secondary School B,1500MAZ3301 B,2,417,0,0,0,0,0,5,0,0,0,0,0,1,359,2,0,0,2,0,0,0,0,3,0,791,788
Mazowe,Mazowe South,Mazowe RDC,33,Rujeko Secondary School C,1500MAZ3301 C,4,417,2,0,0,2,1,9,0,0,0,0,0,0,366,1,2,2,2,0,0,0,1,3,0,812,809
Mazowe,Mazowe South,Mazowe RDC,33,Rusununguko Primary School,1500MAZ3302,0,321,1,0,1,0,0,4,0,0,0,1,0,2,313,1,0,0,0,1,0,0,0,6,0,651,645
,,,,4 Polling Stations,Ward Total,7,"1,556",4,1,1,3,1,19,0,0,0,1,0,3,"1,431",4,2,3,6,1,0,0,2,18,0,"3,063","3,045"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe South Constituency Total,,,,,,74,"10,451",51,8,14,42,22,153,17,11,4,5,3,35,"17,115",64,8,38,60,23,15,17,17,477,1,"28,724","28,247"
Mazowe,Mazowe West,Mazowe RDC,15,Amandas Primary School,1500MAZ1501,2,394,0,0,0,0,1,1,0,0,0,0,0,0,258,0,0,1,1,0,0,0,0,3,0,661,658
Mazowe,Mazowe West,Mazowe RDC,15,Dandamera Community Hall A,1500MAZ1502 A,3,249,2,0,0,1,1,2,0,0,0,0,0,0,331,0,2,1,0,1,0,0,1,9,0,603,594
Mazowe,Mazowe West,Mazowe RDC,15,Dandamera Community Hall B,1500MAZ1502 B,0,263,0,0,1,1,1,2,0,0,0,0,0,0,312,3,0,0,1,0,0,0,0,7,0,591,584
,,,,3 Polling Stations,Ward Total,5,906,2,0,1,2,3,5,0,0,0,0,0,0,901,3,2,2,2,1,0,0,1,19,0,"1,855","1,836"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,21,Belgownie Primary School,1500MAZ2101,3,117,1,0,1,0,0,3,0,0,0,0,0,1,473,1,0,2,0,0,2,0,1,10,0,615,605
Mazowe,Mazowe West,Mazowe RDC,21,Berea Primary School,1500MAZ2102,1,19,1,0,0,1,0,0,0,0,0,0,0,0,227,0,0,0,1,0,0,0,0,8,0,258,250
Mazowe,Mazowe West,Mazowe RDC,21,Estes Primary School,1500MAZ2103,0,78,0,0,0,1,0,1,0,0,0,0,0,0,198,0,0,0,0,1,0,1,0,3,0,283,280
Mazowe,Mazowe West,Mazowe RDC,21,Mayfield Primary School,1500MAZ2104,0,80,1,0,0,0,0,1,0,1,0,0,0,1,173,2,0,1,0,1,0,1,0,7,0,269,262
Mazowe,Mazowe West,Mazowe RDC,21,Mbebi Primary School,1500MAZ2105,1,73,0,0,0,0,0,0,0,0,0,0,0,1,135,1,1,0,4,0,0,0,0,3,0,219,216
Mazowe,Mazowe West,Mazowe RDC,21,Miegunyah Farm Tent,1500MAZ2106,0,31,0,0,0,0,0,0,0,0,0,0,0,0,129,1,0,0,0,0,0,0,0,7,0,168,161
Mazowe,Mazowe West,Mazowe RDC,21,Spa Farm Tent,1500MAZ2107,0,4,0,0,0,0,1,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,4,0,189,185
,,,,7 Polling Stations,Ward Total,5,402,3,0,1,2,1,5,0,1,0,0,0,3,"1,515",5,1,3,5,2,2,2,1,42,0,"2,001","1,959"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,23,Barwick K Farm Tent,1500MAZ2301,1,20,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,0,0,5,0,119,114
Mazowe,Mazowe West,Mazowe RDC,23,Blackfordby Institute Classroom,1500MAZ2302,0,53,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,1,0,0,8,0,482,474
Mazowe,Mazowe West,Mazowe RDC,23,Goedehoop Farm Tent,1500MAZ2303,0,17,0,0,0,1,0,0,1,0,0,0,0,0,138,0,0,0,1,0,0,0,0,1,0,159,158
Mazowe,Mazowe West,Mazowe RDC,23,Msasa Primary School,1500MAZ2304,4,45,1,0,0,2,2,4,0,0,0,0,0,0,517,2,0,2,1,0,1,1,0,9,0,591,582
Mazowe,Mazowe West,Mazowe RDC,23,Sandringham Primary School,1500MAZ2305,1,54,0,0,0,0,0,1,1,0,0,0,0,1,231,0,0,0,0,0,0,0,0,1,0,290,289
,,,,5 Polling Stations,Ward Total,6,189,1,0,0,3,2,5,2,0,0,0,0,1,"1,398",2,0,2,2,0,3,1,0,24,0,"1,641","1,617"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,24,Caesar Mine Secondary School,1500MAZ2401,0,368,0,0,0,0,0,0,0,0,0,0,0,0,289,4,1,1,1,0,0,0,0,4,0,668,664
