DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO,POLLING STATION,STATION CODE,Busha Joseph Makamba,Chamisa Nelson,Chikanga  Everisto Washington,Dzapasi Melbah ,Gava Peter Mapfumo ,Hlabangana Kwanele,Kasiyamhuru Blessing,Khupe Thokozani,Madhuku Lovemore,Mangoma Elton Steers,Manyika Noah Ngoni,Mapfumo Chiguvare Tonderayi Johannes Timothy,MARIYACHA Violet,Mhambi-Hove Divine,Mnangagwa Emmerson Dambudzo,Moyo Donald Nkosana ,Mteki Bryn Taurai,Mugadza Willard Tawonezvi,Mujuru Joice Teurai Ropa,Munyanduri Tenda Peter,MutinhirI Ambrose,Shumba Kuzozvirava Doniel,Wilson Peter Harry,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mt Darwin,Mt Darwin South,Pfura RDC,40,Chaminuka Training Centre B,4500PFU4001 B,1,33,1,0,0,1,0,0,0,1,0,0,0,0,384,0,0,1,22,2,0,0,0,11,0,457,446
Mt Darwin,Mt Darwin South,Pfura RDC,40,Chomagora Primary School A,4500PFU4002 A,2,37,1,0,0,5,0,1,0,1,0,0,0,0,610,0,1,1,2,1,2,0,0,8,0,672,664
Mt Darwin,Mt Darwin South,Pfura RDC,40,Chomagora Primary School B,4500PFU4002 B,0,35,0,0,1,0,0,0,0,0,0,0,0,0,611,2,1,0,0,6,1,0,0,11,0,668,657
Mt Darwin,Mt Darwin South,Pfura RDC,40,Manhondo Business Centre Tent A,4500PFU4003 A,2,33,2,0,5,1,0,0,0,0,1,0,0,0,550,2,0,0,1,3,0,0,0,12,0,612,600
Mt Darwin,Mt Darwin South,Pfura RDC,40,Manhondo Business Centre Tent B,4500PFU4003 B,1,0,0,0,0,1,0,0,0,0,0,0,0,11,532,11,11,11,11,11,0,0,0,8,0,608,600
Mt Darwin,Mt Darwin West,Pfura RDC,7,Chikwira Primary School,4500PFU0701,1,189,0,1,1,3,0,5,1,0,0,0,0,1,455,5,1,2,8,1,3,0,0,10,0,687,677
Mt Darwin,Mt Darwin West,Pfura RDC,7,Maripfonde Village Tent,4500PFU0702,4,100,2,1,0,2,0,0,1,0,0,0,0,2,355,0,0,0,2,2,1,0,1,8,0,481,473
Mt Darwin,Mt Darwin West,Pfura RDC,7,Nembire Primary School A,4500PFU0703 A,3,113,3,0,1,2,1,8,0,1,0,1,0,1,436,1,0,0,4,1,1,1,0,15,0,593,578
Mt Darwin,Mt Darwin West,Pfura RDC,7,Nembire Primary School B,4500PFU0703 B,3,138,5,0,0,6,0,2,0,3,1,1,0,1,407,3,0,3,4,0,3,1,1,3,0,585,582
Mt Darwin,Mt Darwin West,Pfura RDC,8,Chakoma Primary School A,4500PFU0801 A,1,117,1,0,1,3,1,6,0,0,0,0,1,1,278,3,2,0,25,1,0,1,3,6,0,451,445
Mt Darwin,Mt Darwin West,Pfura RDC,8,Chakoma Primary School B,4500PFU0801 B,2,121,2,1,1,3,1,5,0,0,0,0,0,1,256,0,0,1,34,1,0,1,0,0,0,430,430
Mt Darwin,Mt Darwin West,Pfura RDC,8,Mauswa Business Centre Tent,4500PFU0802,4,65,2,1,1,2,0,3,0,0,0,0,0,1,510,4,0,0,13,0,2,0,0,10,0,618,608
Mt Darwin,Mt Darwin West,Pfura RDC,8,Nharira Primary School,4500PFU0803,1,56,2,0,1,1,0,4,1,0,0,0,1,0,347,0,1,0,27,0,2,0,0,11,0,455,444
Mt Darwin,Mt Darwin West,Pfura RDC,8,Nohwedza Village Tent,4500PFU0804,0,43,0,0,0,0,2,3,0,1,0,1,0,1,603,1,0,0,15,0,0,0,1,19,0,690,671
Mt Darwin,Mt Darwin West,Pfura RDC,8,Ruwani Primary School,4500PFU0805,2,126,3,3,2,4,1,2,1,0,0,0,0,2,632,3,0,0,10,0,2,0,3,30,0,826,796
Mt Darwin,Mt Darwin West,Pfura RDC,9,Dotito Primary School,4500PFU0901,2,290,0,1,0,1,0,4,1,0,0,0,1,2,249,1,0,1,75,1,0,0,0,3,0,632,629
Mt Darwin,Mt Darwin West,Pfura RDC,9,Dotito Secondary School,4500PFU0902,0,125,1,0,0,1,0,4,0,0,0,0,0,1,232,2,0,0,49,0,0,0,1,4,0,420,416
Mt Darwin,Mt Darwin West,Pfura RDC,16,Chiromo Primary School A,4500PFU1601 A,0,92,2,1,0,0,2,2,0,1,1,1,0,0,361,0,0,0,4,0,0,0,0,8,0,475,467
Mt Darwin,Mt Darwin West,Pfura RDC,16,Chiromo Primary School B,4500PFU1601 B,1,101,2,0,0,1,0,4,0,0,0,0,0,1,371,1,1,0,3,0,1,0,0,2,0,489,487
Mt Darwin,Mt Darwin West,Pfura RDC,16,Kapatamoyo Primary School,4500PFU1602,0,100,2,0,1,0,1,5,0,1,0,0,2,3,543,1,0,1,66,2,0,1,1,4,0,734,730
Mt Darwin,Mt Darwin West,Pfura RDC,16,Sosera Primary School,4500PFU1603,5,213,5,1,2,5,1,7,0,1,2,0,1,3,551,5,0,3,10,3,0,1,2,9,0,830,821
Mt Darwin,Mt Darwin West,Pfura RDC,17,Chiutsa Primary School A,4500PFU1701 A,2,96,2,0,1,1,0,0,0,1,0,0,1,1,324,3,0,1,37,0,0,0,0,6,0,476,470
Mt Darwin,Mt Darwin West,Pfura RDC,17,Chiutsa Primary School B,4500PFU1701 B,3,122,5,0,0,0,0,7,0,0,0,1,0,1,272,5,0,0,43,1,1,0,3,1,0,465,464
Mt Darwin,Mt Darwin West,Pfura RDC,17,Kazai Primary School,4500PFU1702,2,17,0,0,0,2,1,0,0,0,0,0,1,2,374,1,0,0,7,0,1,0,0,4,0,412,408
Mt Darwin,Mt Darwin West,Pfura RDC,17,Mudzengerere Secondary School A,4500PFU1703 A,2,50,0,1,0,3,1,0,0,1,0,0,0,2,548,1,0,0,5,0,0,0,2,5,0,621,616
Mt Darwin,Mt Darwin West,Pfura RDC,17,Mudzengerere Secondary School B,4500PFU1703 B,1,47,1,0,0,1,1,0,0,0,0,0,0,0,547,1,2,1,3,2,0,1,0,10,0,618,608
Mt Darwin,Mt Darwin West,Pfura RDC,18,Chakanetsa Primary School,4500PFU1801,0,17,0,0,0,0,0,0,0,0,0,0,0,1,567,0,0,0,0,0,0,0,0,9,0,594,585
Mt Darwin,Mt Darwin West,Pfura RDC,18,Mutungagore Primary School,4500PFU1802,2,18,1,0,0,1,0,2,0,0,0,0,0,0,817,0,0,0,5,0,1,0,1,6,0,854,848
Mt Darwin,Mt Darwin West,Pfura RDC,18,Mutungagore Secondary School,4500PFU1803,0,32,0,0,0,0,0,0,0,0,1,0,0,1,561,0,0,0,6,0,0,0,0,3,0,604,601
Mt Darwin,Mt Darwin West,Pfura RDC,18,Nyamaswau Primary School,4500PFU1804,1,22,1,0,0,2,0,1,1,0,0,0,0,1,443,0,0,0,8,0,0,0,1,7,0,488,481
Mt Darwin,Mt Darwin West,Pfura RDC,18,Nyamhara Village Tent,4500PFU1805,0,5,0,0,0,0,0,0,0,1,0,0,0,1,285,0,0,0,1,1,0,1,1,0,0,296,296
Mt Darwin,Mt Darwin West,Pfura RDC,19,Binga Primary School,4500PFU1901,1,4,0,0,0,1,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,1,0,3,0,444,441
Mt Darwin,Mt Darwin West,Pfura RDC,19,Chibuli Primary School,4500PFU1902,0,40,0,0,0,0,0,0,1,0,0,0,0,1,688,1,0,0,1,0,2,0,0,6,0,740,734
Mt Darwin,Mt Darwin West,Pfura RDC,19,Chitepo A Village Tent,4500PFU1903,0,16,0,0,1,1,0,0,0,0,0,0,0,0,250,1,0,0,18,0,0,0,0,0,0,287,287
Mt Darwin,Mt Darwin West,Pfura RDC,19,Dolphin Park Primary School,4500PFU1904,1,41,1,0,0,3,1,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,7,0,510,503
Mt Darwin,Mt Darwin West,Pfura RDC,19,Glassalla Village,4500PFU1905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,151,151
Mt Darwin,Mt Darwin West,Pfura RDC,19,Mutwa Estate Tent,4500PFU1906,0,1,0,0,0,0,0,1,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,7,0,469,462
Mt Darwin,Mt Darwin West,Pfura RDC,19,Newveld/Mudzinge Church Hall,4500PFU1907,1,17,0,0,0,2,0,1,0,1,0,0,0,2,466,0,1,0,3,0,0,0,0,8,0,502,494
Mt Darwin,Mt Darwin West,Pfura RDC,19,Nyamaridza Village Tent,4500PFU1908,1,2,1,0,0,1,0,0,0,0,0,0,0,0,235,0,0,1,1,1,1,0,1,8,0,253,245
Mt Darwin,Mt Darwin West,Pfura RDC,19,Panorama Training Centre,4500PFU1909,0,19,1,0,0,0,0,0,1,1,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,241,241
Mt Darwin,Mt Darwin West,Pfura RDC,19,Tongogara Village Tent,4500PFU1910,0,3,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,240,240
Mt Darwin,Mt Darwin West,Pfura RDC,20,Gandwenherera Village Tent,4500PFU2001,0,32,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,5,0,0,0,0,2,0,340,338
Mt Darwin,Mt Darwin West,Pfura RDC,20,Kuyedza Village Tent,4500PFU2002,1,7,0,0,0,1,1,1,0,0,1,0,0,3,586,1,0,0,2,0,0,0,0,1,0,605,604
Mt Darwin,Mt Darwin West,Pfura RDC,20,Mutwa Primary School,4500PFU2003,0,16,0,0,0,1,0,0,0,0,0,0,0,0,479,0,0,0,4,0,0,0,0,1,0,501,500
Mt Darwin,Mt Darwin West,Pfura RDC,20,Mutwa Secondary School,4500PFU2004,0,16,0,0,0,0,1,0,0,0,0,0,0,1,248,0,0,0,5,0,0,0,0,0,0,271,271
Mt Darwin,Mt Darwin West,Pfura RDC,20,Tsamvi Primary School,4500PFU2005,0,23,1,0,0,0,2,0,0,0,0,0,1,0,464,1,1,0,0,1,0,0,0,0,0,494,494
Mt Darwin,Mt Darwin West,Pfura RDC,21,Karuyana Primary School,4500PFU2101,0,37,1,0,0,0,0,0,0,1,0,0,0,0,145,0,0,0,1,1,0,0,0,0,0,186,186
Mt Darwin,Mt Darwin West,Pfura RDC,21,Karuyana Service Centre Tent,4500PFU2102,0,49,0,0,0,0,0,2,0,0,0,0,0,0,117,1,0,0,0,1,1,0,0,1,0,172,171
Mt Darwin,Mt Darwin West,Pfura RDC,35,Chizura Primary School,4500PFU3501,1,93,3,0,0,1,1,4,0,1,0,0,1,0,533,1,1,0,3,0,0,1,1,9,0,654,645
Mt Darwin,Mt Darwin West,Pfura RDC,35,Forty Misery Business Centre Tent,4500PFU3502,0,11,0,0,0,1,1,1,0,1,0,0,0,2,254,0,0,0,1,0,0,0,1,7,0,280,273
Mt Darwin,Mt Darwin West,Pfura RDC,35,Kuhondo Primary School,4500PFU3503,2,109,1,0,0,1,0,2,0,0,0,1,1,2,389,1,0,0,5,1,0,1,2,6,0,524,518
Mt Darwin,Mt Darwin West,Pfura RDC,36,Burira Village Tent,4500PFU3601,1,32,1,0,0,1,0,4,0,1,0,0,3,0,299,2,1,0,32,1,1,0,1,3,0,383,380
Mt Darwin,Mt Darwin West,Pfura RDC,36,Chihoko Primary School A,4500PFU3602 A,1,103,0,1,0,0,2,5,1,0,0,0,0,1,269,2,0,0,56,0,0,1,2,7,0,451,444
Mt Darwin,Mt Darwin West,Pfura RDC,36,Chihoko Primary School B,4500PFU3602 B,2,89,0,0,1,1,1,1,0,0,0,1,2,0,274,0,0,1,62,2,1,0,1,17,0,456,439
Mt Darwin,Mt Darwin West,Pfura RDC,36,Kadohwata Primary School,4500PFU3603,5,137,3,1,0,2,1,11,0,0,0,0,3,1,347,1,1,1,101,2,2,0,0,14,0,633,619
Mt Darwin,Mt Darwin West,Pfura RDC,36,Karaga Village Tent,4500PFU3604,3,49,3,0,1,2,2,5,0,2,0,0,1,1,546,1,0,1,38,0,0,1,1,3,0,660,657
Mt Darwin,Mt Darwin West,Pfura RDC,36,Madzivanzira Village Tent,4500PFU3605,3,143,2,2,1,2,0,14,0,0,0,0,5,1,180,1,0,4,129,1,1,2,4,17,0,512,495
Muzarabani,Muzarabani North,Muzarabani RDC,1,Chadereka Primary School,1100MUZ0101,1,37,1,0,0,0,0,0,0,0,0,0,0,1,404,0,1,0,0,0,0,0,0,9,0,454,445
Muzarabani,Muzarabani North,Muzarabani RDC,1,Chadereka Secondary School,1100MUZ0102,0,11,1,0,0,0,0,0,0,1,0,0,0,0,164,0,0,0,0,0,0,0,0,6,0,183,177
Muzarabani,Muzarabani North,Muzarabani RDC,1,Chimoio Primary School,1100MUZ0103,4,40,0,0,0,0,0,0,0,0,0,0,0,1,405,1,0,0,1,0,0,0,0,8,0,460,452
Muzarabani,Muzarabani North,Muzarabani RDC,1,Gunduza Primary School,1100MUZ0104,0,17,0,0,0,1,0,1,0,2,0,0,0,0,458,1,0,0,0,0,1,0,0,5,0,486,481
Muzarabani,Muzarabani North,Muzarabani RDC,1,Kanyaya Village Tent,1100MUZ0105,3,12,0,0,0,1,0,2,0,0,0,0,0,0,187,0,0,0,0,0,0,1,1,0,0,207,207
Muzarabani,Muzarabani North,Muzarabani RDC,1,Musingwa Primary School,1100MUZ0106,0,33,0,0,1,1,0,0,0,0,0,0,0,1,381,0,0,0,0,0,0,0,0,7,0,424,417
Muzarabani,Muzarabani North,Muzarabani RDC,1,Sone Primary School,1100MUZ0107,1,19,0,0,0,0,0,0,0,1,0,0,0,1,259,0,0,0,0,0,0,1,0,1,0,283,282
Muzarabani,Muzarabani North,Muzarabani RDC,2,Chiridza Primary School,1100MUZ0201,1,15,0,0,0,0,0,0,0,0,0,0,0,1,545,2,0,0,0,0,0,0,0,3,0,567,564
Muzarabani,Muzarabani North,Muzarabani RDC,2,Gumbochuma Primary School,1100MUZ0202,4,53,0,1,0,1,1,1,0,1,0,0,1,3,574,1,0,0,0,0,1,0,0,9,0,651,642
Muzarabani,Muzarabani North,Muzarabani RDC,2,Guni Village Tent,1100MUZ0203,0,15,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,443,443
Muzarabani,Muzarabani North,Muzarabani RDC,2,Musengezi Turn Off Tent,1100MUZ0204,1,29,0,0,0,0,0,1,0,0,0,1,0,0,167,0,0,0,0,0,0,0,0,2,0,201,199
Muzarabani,Muzarabani North,Muzarabani RDC,3,Chibaya Business Centre Tent,1100MUZ0301,0,30,1,0,0,0,2,1,0,0,0,0,0,1,186,1,0,0,1,0,0,0,1,2,0,226,224
Muzarabani,Muzarabani North,Muzarabani RDC,3,Chirimbwa Village Tent,1100MUZ0302,0,11,0,0,0,0,1,0,0,0,0,0,0,1,297,0,0,0,0,0,0,0,0,5,0,315,310
Muzarabani,Muzarabani North,Muzarabani RDC,3,Machaya Secondary School,1100MUZ0303,1,24,0,0,0,0,0,0,0,0,0,0,0,1,193,0,0,0,0,0,0,0,0,2,0,221,219
Muzarabani,Muzarabani North,Muzarabani RDC,3,Nyadukutu Primary School,1100MUZ0304,0,34,0,0,0,0,0,1,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,4,0,360,356
Muzarabani,Muzarabani North,Muzarabani RDC,4,Batanai Primary School,1100MUZ0401,0,60,0,0,0,0,0,1,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,5,0,465,460
Muzarabani,Muzarabani North,Muzarabani RDC,4,Dambakurima Primary School,1100MUZ0402,0,37,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0,0,0,0,0,0,0,6,0,555,549
Muzarabani,Muzarabani North,Muzarabani RDC,4,Mukombwe Business Centre Tent,1100MUZ0403,1,63,0,0,0,0,0,3,0,0,0,0,0,2,462,1,0,0,0,1,0,0,0,10,0,543,533
Muzarabani,Muzarabani North,Muzarabani RDC,5,Kapembere Primary School,1100MUZ0501,1,66,1,0,0,1,0,0,0,0,0,0,0,0,400,1,0,0,0,0,1,1,2,5,2,479,474
Muzarabani,Muzarabani North,Muzarabani RDC,5,Kapembere Secondary School,1100MUZ0502,1,39,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,1,1,0,1,0,0,8,0,251,243
Muzarabani,Muzarabani North,Muzarabani RDC,5,Mufudzi Primary School,1100MUZ0503,1,49,0,0,0,0,0,1,0,1,0,0,0,0,290,0,0,0,0,0,0,0,0,11,0,353,342
Muzarabani,Muzarabani North,Muzarabani RDC,5,Mutunda Business Centre Tent,1100MUZ0504,1,90,0,0,0,0,0,2,0,1,0,0,0,0,258,0,0,0,1,0,0,0,0,3,0,356,353
Muzarabani,Muzarabani North,Muzarabani RDC,6,Hwata Primary School,1100MUZ0601,0,45,0,0,0,1,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,1,1,3,0,400,397
Muzarabani,Muzarabani North,Muzarabani RDC,6,Kahungwe Primary School,1100MUZ0602,1,75,0,0,1,0,0,2,0,0,0,0,0,0,265,2,0,2,0,1,1,0,0,3,0,353,350
Muzarabani,Muzarabani North,Muzarabani RDC,7,Kapatamukombe Primary School,1100MUZ0701,0,65,1,0,0,1,0,0,0,0,0,0,0,1,202,0,0,1,0,0,0,0,1,5,0,277,272
Muzarabani,Muzarabani North,Muzarabani RDC,7,Muganhi Village Tent,1100MUZ0702,0,2,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,100,100
Muzarabani,Muzarabani North,Muzarabani RDC,7,Nyahwanga Secondary School,1100MUZ0703,0,8,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,1,0,2,0,84,82
Muzarabani,Muzarabani North,Muzarabani RDC,8,Muringazuva Primary School,1100MUZ0801,2,75,0,0,0,0,1,1,1,0,0,0,0,0,611,0,0,0,0,1,0,0,0,5,1,697,692
Muzarabani,Muzarabani North,Muzarabani RDC,8,Muringazuva Village Tent,1100MUZ0802,1,18,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,1,0,0,0,1,0,213,212
Muzarabani,Muzarabani North,Muzarabani RDC,8,Mushinye Village Tent,1100MUZ0803,0,14,0,0,0,0,1,0,1,0,0,0,0,0,322,0,0,0,0,0,0,0,0,5,1,343,338
Muzarabani,Muzarabani North,Muzarabani RDC,8,Muzarabani Community Hall A,1100MUZ0804 A,0,95,1,0,1,0,1,0,0,1,0,0,0,1,377,1,0,0,0,0,0,1,1,14,0,494,480
Muzarabani,Muzarabani North,Muzarabani RDC,8,Muzarabani Community Hall B,1100MUZ0804 B,0,111,1,0,1,0,0,1,0,0,0,0,0,0,348,1,0,1,0,1,0,0,0,7,0,472,465
Muzarabani,Muzarabani North,Muzarabani RDC,19,Boore Primary School,1100MUZ1901,1,33,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,3,0,348,345
Muzarabani,Muzarabani North,Muzarabani RDC,19,Tandare Village Tent,1100MUZ1902,0,2,0,0,0,1,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,1,1,0,122,121
Muzarabani,Muzarabani North,Muzarabani RDC,19,Utete Primary School,1100MUZ1903,0,87,0,0,0,0,0,2,0,0,0,0,0,1,562,1,0,0,0,0,0,0,0,3,0,656,653
Muzarabani,Muzarabani North,Muzarabani RDC,23,Huni Village Tent,1100MUZ2301,2,64,4,1,0,0,2,2,0,2,0,0,0,3,585,0,0,0,1,0,0,0,0,7,0,673,666
Muzarabani,Muzarabani North,Muzarabani RDC,23,Kaerezi Primary School A,1100MUZ2302 A,1,17,1,0,0,1,0,0,0,0,0,1,0,0,437,0,0,0,2,0,1,0,1,1,0,463,462
Muzarabani,Muzarabani North,Muzarabani RDC,23,Kaerezi Primary School B,1100MUZ2302 B,1,33,0,0,0,0,1,0,0,0,0,0,0,0,434,0,0,0,1,0,0,0,0,1,0,471,470
Muzarabani,Muzarabani North,Muzarabani RDC,23,Kakonono Village Tent,1100MUZ2303,1,13,0,0,0,0,0,0,1,0,0,0,0,0,308,0,0,0,3,1,0,0,0,7,0,334,327
Muzarabani,Muzarabani North,Muzarabani RDC,24,Chibombo Primary School,1100MUZ2401,0,52,0,0,0,1,0,2,0,0,0,0,0,1,515,0,0,0,0,1,1,1,0,5,0,579,574
Muzarabani,Muzarabani North,Muzarabani RDC,24,Chiwenga Primary School,1100MUZ2402,2,27,1,0,0,1,1,0,0,1,0,0,0,0,757,0,0,0,1,1,0,0,1,0,0,793,793
Muzarabani,Muzarabani North,Muzarabani RDC,24,Keche Primary School,1100MUZ2403,1,33,1,0,0,1,1,1,0,0,0,0,1,1,646,0,0,0,1,0,0,0,1,3,0,691,688
Muzarabani,Muzarabani North,Muzarabani RDC,24,Machakwa Village Tent,1100MUZ2404,0,32,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,1,0,0,0,0,1,413,413
Muzarabani,Muzarabani North,Muzarabani RDC,27,Machaya Primary School,1100MUZ2701,0,72,0,0,0,0,0,0,0,0,1,0,0,1,565,0,0,1,0,1,0,0,1,4,0,646,642
Muzarabani,Muzarabani North,Muzarabani RDC,27,Museredza Primary School,1100MUZ2702,1,29,0,0,0,0,0,1,0,0,0,0,0,0,675,0,0,0,0,0,0,1,2,3,0,712,709
Muzarabani,Muzarabani South,Muzarabani RDC,9,Chiwashira Primary School,1100MUZ0901,0,21,0,0,0,0,0,0,0,0,0,0,0,0,606,1,0,0,0,0,0,0,0,5,0,633,628
Muzarabani,Muzarabani South,Muzarabani RDC,9,Mhene Primary School,1100MUZ0902,0,42,1,0,1,0,0,3,0,0,0,0,0,0,469,2,1,1,0,0,0,0,0,9,0,529,520
Muzarabani,Muzarabani South,Muzarabani RDC,10,Chiweshe Primary School,1100MUZ1001,3,78,3,0,0,2,0,1,1,0,0,1,0,0,587,2,0,0,0,0,1,0,0,9,0,688,679
Muzarabani,Muzarabani South,Muzarabani RDC,10,St Alberts Primary School A,1100MUZ1002 A,2,176,1,0,1,1,1,3,0,0,0,0,0,1,316,0,0,2,1,0,1,0,2,12,0,520,508
Muzarabani,Muzarabani South,Muzarabani RDC,10,St Alberts Primary School B,1100MUZ1002 B,2,174,1,1,0,1,1,2,0,0,0,0,0,0,321,0,0,0,1,0,0,1,2,11,0,518,507
Muzarabani,Muzarabani South,Muzarabani RDC,10,Uchachacha DDF Rest Camp Tent,1100MUZ1003,5,12,0,0,0,1,0,0,0,1,0,0,0,1,480,1,0,0,0,0,0,0,1,9,0,511,502
Muzarabani,Muzarabani South,Muzarabani RDC,11,Chiripiro Primary School,1100MUZ1101,0,37,2,0,0,0,1,0,0,0,0,0,0,2,418,0,0,0,1,0,0,0,0,6,0,467,461
Muzarabani,Muzarabani South,Muzarabani RDC,11,Munhenga Primary School A,1100MUZ1102 A,1,42,1,0,0,2,0,2,0,0,0,0,0,1,451,0,0,0,2,0,0,0,0,8,0,510,502
Muzarabani,Muzarabani South,Muzarabani RDC,11,Munhenga Primary School B,1100MUZ1102 B,2,32,2,0,0,0,1,1,0,0,0,0,0,0,445,0,0,0,0,1,0,0,0,7,0,491,484
Muzarabani,Muzarabani South,Muzarabani RDC,11,Sable Heights Primary School,1100MUZ1103,0,14,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,2,0,103,101
Muzarabani,Muzarabani South,Muzarabani RDC,12,Chikale Farm Tent,1100MUZ1201,0,19,0,0,0,1,0,1,0,2,0,1,0,1,506,1,0,0,1,0,1,0,0,1,0,535,534
Muzarabani,Muzarabani South,Muzarabani RDC,12,Hilbree Primary School,1100MUZ1202,0,9,0,0,0,0,0,1,0,0,0,0,0,0,268,1,0,0,0,1,0,0,0,3,0,283,280
Muzarabani,Muzarabani South,Muzarabani RDC,12,Samanyanga Primary School,1100MUZ1203,,21,1,0,0,0,0,0,0,0,1,0,0,1,433,1,0,1,0,0,0,0,0,3,0,462,459
Muzarabani,Muzarabani South,Muzarabani RDC,12,Trinity Rock farm Tent,1100MUZ1204,0,20,0,0,1,0,0,1,0,1,0,0,0,1,432,2,0,0,1,0,2,0,0,0,0,461,461
Muzarabani,Muzarabani South,Muzarabani RDC,13,Gee Jay sch Primary School,1100MUZ1301,0,24,0,0,0,1,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,1,5,0,217,212
Muzarabani,Muzarabani South,Muzarabani RDC,13,Kilkerran Farm Tent,1100MUZ1302,0,13,0,0,0,1,0,0,0,0,0,0,0,1,179,1,0,0,0,0,0,0,0,0,0,195,195
Muzarabani,Muzarabani South,Muzarabani RDC,13,Maware Primary School,1100MUZ1303,3,21,2,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,1,0,0,3,0,463,460
Muzarabani,Muzarabani South,Muzarabani RDC,13,Silverstroom Primary School,1100MUZ1304,0,25,0,0,0,1,1,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,14,0,372,358
Muzarabani,Muzarabani South,Muzarabani RDC,14,Ashford Primary School,1100MUZ1401,0,36,0,0,0,0,0,1,0,1,0,0,0,1,729,0,0,0,0,0,0,0,2,8,0,778,770
Muzarabani,Muzarabani South,Muzarabani RDC,14,Chipiri Farm Tent,1100MUZ1402,1,39,2,0,0,0,0,2,0,0,0,0,1,0,368,0,0,0,0,0,0,0,0,7,0,420,413
Muzarabani,Muzarabani South,Muzarabani RDC,14,Clearmorning Primary School,1100MUZ1403,2,35,0,0,0,0,1,2,0,0,0,1,0,0,813,0,0,0,1,0,0,0,0,16,0,871,855
Muzarabani,Muzarabani South,Muzarabani RDC,14,Goromokwa Primary School,1100MUZ1404,0,7,2,0,0,3,0,0,0,0,0,0,0,1,599,0,0,0,0,0,0,0,0,2,0,614,612
Muzarabani,Muzarabani South,Muzarabani RDC,14,Mwonga farm - Tent,1100MUZ1405,0,14,0,0,0,0,0,0,1,0,0,0,0,1,192,0,0,0,0,0,0,0,0,4,0,212,208
Muzarabani,Muzarabani South,Muzarabani RDC,14,Tekwani Farm Tent,1100MUZ1406,0,9,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,172,172
Muzarabani,Muzarabani South,Muzarabani RDC,15,Gatu Primary School A,1100MUZ1501 A,1,192,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,1,0,0,0,1,0,7,0,592,585
Muzarabani,Muzarabani South,Muzarabani RDC,15,Gatu Primary School B,1100MUZ1501 B,0,199,0,0,0,0,0,1,1,0,0,0,0,0,348,1,0,0,1,0,0,1,0,7,0,559,552
Muzarabani,Muzarabani South,Muzarabani RDC,15,Gatu Primary School C,1100MUZ1501 C,1,170,0,1,0,1,1,0,0,0,1,0,0,0,342,0,0,0,0,0,0,0,0,5,0,522,517
Muzarabani,Muzarabani South,Muzarabani RDC,16,Mukwengure Primary School,1100MUZ1601,1,79,0,0,0,3,0,1,0,0,0,0,1,1,608,1,0,1,0,0,1,0,0,6,12,703,697
Muzarabani,Muzarabani South,Muzarabani RDC,17,Charunda Primary School,1100MUZ1701,0,26,1,0,0,0,1,1,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,7,,375,368
Muzarabani,Muzarabani South,Muzarabani RDC,17,Hoya Primary School,1100MUZ1702,1,24,0,0,0,1,0,0,0,0,0,0,1,1,657,1,1,0,0,0,0,0,1,11,0,699,688
Muzarabani,Muzarabani South,Muzarabani RDC,17,Kambudzi Primary School,1100MUZ1703,1,6,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,1,0,0,0,0,6,0,479,473
Muzarabani,Muzarabani South,Muzarabani RDC,17,Mangurenje Primary School,1100MUZ1704,0,11,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,3,1,344,341
